"k.vec" "diffStat.vec"
0.11 2.197362352402
0.05 2.84580135671763
0.08 1.62344277828876
0.05 0.829264811434985
0.11 -0.146847842834289
0.03 3.48623273622465
0.05 3.68811771789135
0.06 3.06880281940692
0.11 1.6467025214858
0.04 2.98655083547714
0.14 1.16353443669019
0.06 1.36824653780267
0.1 1.90928652173984
0.06 3.02786402859452
0.04 2.11119824642833
0.11 1.23575492212703
0.07 1.00792729911357
0.04 1.34587982051166
0.08 1.75474050906331
0.31 -2.05975613381008
0.13 -0.0417028771490965
0.11 1.44292642613577
0.08 2.28553218500951
0.07 3.57626789460162
0.11 0.730181915723576
0.06 0.924259845245056
0.32 -2.47102846986194
0.08 1.49326729932124
0.03 4.40542859927323
0.05 1.40030378005887
0.08 1.7627930239442
0.06 1.8024051698545
0.05 2.30458181249133
0.12 0.508255904553189
0.09 1.73058391952858
0.05 2.57459177683017
0.1 1.4817802163569
0.12 0.904213085093844
0.08 1.24729740135079
0.09 2.52028147512555
0.02 0.673737902923719
0.04 3.88823957033611
0.13 0.000878699287203556
0.13 0.930344837808941
0.05 2.47981450762606
0.14 -0.0933656196970608
0.05 0.801285880000919
0.08 0.774250595192676
0.03 3.28973456323167
0.07 2.96436367847525
0.09 2.08697957487874
0.04 1.5107448191653
0.05 3.22245389596159
0.05 1.83919306164278
0.11 1.84825894602771
0.08 1.89895607446768
0.07 1.40136012941935
0.01 3.83141542458375
0.08 2.50838847129483
0.03 3.57672348107988
0.02 1.61231481590267
0.06 2.80414814518042
0.11 1.59580768570621
0.09 2.96416501602771
0.06 3.60842828851327
0.06 3.15118183269017
0.1 2.50294340103793
0.06 1.4107698526558
0.04 2.48495394334828
0.1 1.26267559398477
0.06 2.30025135317809
0.14 0.655493431419195
0.11 1.42526266024713
0.09 2.27900879790995
0.08 2.04114585597187
0.05 1.26075773727966
0.09 1.61975701682211
0.02 3.42281261517073
0.09 -0.0558336988384188
0.07 1.95487382280313
0.05 2.38917763125893
0.2 -0.907176784972315
0.07 2.32829332173494
0.13 0.412336326275713
0.07 1.36264100941507
0.06 2.51717928459855
0.03 2.75286076004535
0.05 2.16436623905959
0.01 3.71913675783755
0.07 3.3451432390453
0.05 4.48748574118715
0.1 1.14917820953154
0.15 -1.34779290167717
0.08 3.22667833829561
0.04 2.09405214903281
0.14 1.45060835914335
0.13 0.2239307826963
0.06 1.82978524862218
0.05 2.31924462929258
0.09 2.27192571756875
0.14 1.1960501307484
0.14 -0.719708202263278
0.07 2.20823912140491
0.01 3.88132458898899
0.06 1.59331294381689
0.12 1.28955806152567
0.1 1.06412011853024
0.09 1.58759757801839
0.04 0.308998424776813
0.07 1.0293981251748
0.06 3.37632464733806
0.09 2.31934778094804
0.04 4.09196408985842
0.15 0.187118058102076
0.17 -0.281393895647729
0.13 0.759910604868683
0.04 1.22420098160823
0.11 0.973237779427446
0.13 0.624680694783898
0.04 3.74153212836619
0.05 2.36854061441262
0.1 1.00180696755661
0.09 0.592170731373208
0.06 0.0953331420140602
0.07 2.34359606084317
0.04 2.98283928609662
0.11 1.33455033035426
0.11 1.68958304670133
0.09 2.00597209656986
0.09 2.21079021466156
0.09 2.5875745587986
0.06 0.641473402248694
0.11 2.22928969998096
0.07 1.37139457350987
0.16 -0.0951984717972171
0.12 1.02275821490889
0.14 -0.876198814666706
0.1 0.634247055719366
0.07 2.84441549512444
0.05 3.03772074233793
0.04 2.39066950983134
